n, r, p, q, ratio, clique_hyp_bipart, clique_hyp_vol, clique_clique_bipart, clique_clique_vol, clique_runtime, clique_f1, approx_diff_hyp_bipart, approx_diff_hyp_vol, approx_diff_clique_bipart, approx_diff_clique_vol, approx_diff_runtime, approx_diff_f1
1000, 5, 1e-11, 2e-11, 2.0, 0.0009220828829957135, 25476.9, 0.43632491616291724, 25476.9, 0.6149411201477051, 0.5109844040803353, 7.013305387963581e-05, 24479.6, 0.4528582308859778, 24479.6, 3.541879940032959, 0.5131987631983776
1000, 5, 1e-11, 2.4999999999999998e-11, 2.5, 0.0020242612845726956, 31722.8, 0.44067525547547254, 31722.8, 0.6966862678527832, 0.5132163195844898, 0.000313488660758526, 31870.5, 0.4380470457988166, 31870.5, 4.498365712165833, 0.5137946584186979
1000, 5, 1e-11, 3e-11, 3.0, 0.0026337064160164205, 37901.4, 0.4447368012208345, 37901.4, 0.8642707109451294, 0.5174950842807227, 0.0006905218324737455, 38020.6, 0.4424766088168343, 38020.6, 5.526925063133239, 0.5160552213071474
1000, 5, 1e-11, 3.4999999999999995e-11, 3.5, 0.0035021079558570805, 44310.3, 0.4471842043342746, 44310.3, 0.9827615261077881, 0.5131639948566913, 0.001052678688298105, 44450.4, 0.44484955048741065, 44450.4, 6.4724280834198, 0.5111659916729676
1000, 5, 1e-11, 4e-11, 4.0, 0.004172075876378146, 50525.5, 0.45079822581096024, 50525.5, 1.1239784240722657, 0.5154748997413118, 0.0015999497565618486, 50897.5, 0.4467620873441262, 50897.5, 7.404547929763794, 0.5137240129070921
1000, 5, 1e-11, 4.5e-11, 4.5, 0.0045242148535508545, 56457.3, 0.4518992387517484, 56457.3, 1.2418928623199463, 0.5179010873484549, 0.0018775445272219444, 56763, 0.4487101910045086, 56763.0, 8.389101791381837, 0.5175529768386496
1000, 5, 1e-11, 4.9999999999999995e-11, 5.0, 0.005347441805017927, 62684.7, 0.45261323248763186, 62684.7, 1.3856580972671508, 0.5227070688619805, 0.00235971391460038, 62696.5, 0.45118516886111376, 62696.5, 9.35589554309845, 0.5229974268409704
1000, 5, 1e-11, 5.5e-11, 5.5, 0.005826916518300751, 68885, 0.45633057295324053, 68885.0, 1.4925649642944336, 0.5162599174133625, 0.0028432895918109142, 69251.5, 0.4529434406636546, 69251.5, 10.407466530799866, 0.5140082078071164
1000, 5, 1e-11, 6e-11, 6.0, 0.006268370676007363, 75299, 0.45660625957335854, 75299.0, 1.615929865837097, 0.5250103725927824, 0.003367434082397398, 75543, 0.45441743813964985, 75543.0, 11.395531344413758, 0.5245856033702428
1000, 5, 1e-11, 6.5e-11, 6.5, 0.006825978322101704, 81369.3, 0.45873785264872746, 81369.3, 1.7454039812088014, 0.5156961098422761, 0.003848559406997479, 81721.4, 0.45575333941206825, 81721.4, 12.283862280845643, 0.5150546675395697
1000, 5, 1e-11, 6.999999999999999e-11, 7.0, 0.007052521969704607, 87768.3, 0.45814563361137245, 87768.3, 1.904489278793335, 0.521438807228602, 0.004311268512535195, 87864.9, 0.45687444373803154, 87864.9, 13.409359979629517, 0.5204247670995135
1000, 5, 1e-11, 7.5e-11, 7.5, 0.007528782327793199, 94067.7, 0.46080378914636533, 94067.7, 2.02187979221344, 0.5304968573828256, 0.004761977140658645, 94411.5, 0.45863602179167523, 94411.5, 14.291048336029053, 0.5293892511432194
1000, 5, 1e-11, 8e-11, 8.0, 0.00773744591322124, 99604.6, 0.46028758651762364, 99604.6, 2.139162373542786, 0.5328294302399792, 0.005036933468530972, 99586, 0.45950452532803676, 99586.0, 15.515900206565856, 0.5330826860495017
1000, 5, 1e-11, 8.499999999999999e-11, 8.5, 0.008406977381551667, 106665, 0.4622352195598957, 106665.0, 2.292299580574036, 0.5496671367150314, 0.005605896071312924, 106744.6, 0.4609443661541535, 106744.6, 16.154912066459655, 0.5496753139710444
1000, 5, 1e-11, 9e-11, 9.0, 0.008691016547084013, 112144.3, 0.4631370647057614, 112144.3, 2.530941367149353, 0.5509706761975507, 0.0059057237470255194, 112361.9, 0.4613966207877828, 112361.9, 18.09588189125061, 0.5491968473049155
1000, 5, 1e-11, 9.5e-11, 9.5, 0.008850810427191085, 118960.2, 0.4640997502443788, 118960.2, 2.676647400856018, 0.5706671933423907, 0.006116938924014439, 119212, 0.4620958225337913, 119212.0, 18.881329822540284, 0.5721785923996456
1000, 5, 1e-11, 9.999999999999999e-11, 10.0, 0.009068387740277848, 125297.2, 0.4640003706004688, 125297.2, 2.787358283996582, 0.5759634023637183, 0.006492467692138096, 125343.7, 0.46309701217238847, 125343.7, 19.32375841140747, 0.5757798752105321
1000, 5, 1e-11, 1.05e-10, 10.5, 0.00935226855050091, 130979.8, 0.46583413077318103, 130979.8, 2.838153910636902, 0.5601085049652812, 0.006707240188326074, 131399.3, 0.4634484712542826, 131399.3, 20.357029938697814, 0.5578007843507763
1000, 5, 1e-11, 1.1e-10, 11.0, 0.009648628850412939, 137311.4, 0.46555693325669517, 137311.4, 2.953854966163635, 0.5994760347359733, 0.00705903761658957, 137324.1, 0.464499002291768, 137324.1, 20.939150428771974, 0.5988172053893372
1000, 5, 1e-11, 1.1499999999999999e-10, 11.5, 0.009878475582651237, 143574.1, 0.4667553598606921, 143574.1, 3.148042821884155, 0.6249594518854266, 0.00751844303538938, 143821.4, 0.4650032711215322, 143821.4, 22.32659161090851, 0.6244939949277407
1000, 5, 1e-11, 1.2e-10, 12.0, 0.010388783372154707, 149330.2, 0.46699279961090095, 149330.2, 3.3005456209182737, 0.6464161228360678, 0.007723721467607781, 149429.4, 0.4659341025819874, 149429.4, 24.118960189819337, 0.6431646313738361
1000, 5, 1e-11, 1.2499999999999998e-10, 12.5, 0.010348387811525257, 155723.6, 0.46762948376583025, 155723.6, 3.44505934715271, 0.6466405841724395, 0.00793343089187583, 155943.7, 0.4661635564346825, 155943.7, 24.183984231948852, 0.6450601582802672
1000, 5, 1e-11, 1.3e-10, 13.0, 0.010287531257264768, 161614.1, 0.46771598975682555, 161614.1, 3.604352116584778, 0.7160380446252577, 0.007826209580294717, 161839.8, 0.4661420234512801, 161839.8, 25.373139429092408, 0.7221622655948277
1000, 5, 1e-11, 1.35e-10, 13.5, 0.010467127007516423, 168484.5, 0.46799289683061657, 168484.5, 3.735869860649109, 0.7068497667460665, 0.008176966739388562, 168596.3, 0.4669261533508621, 168596.3, 27.24487907886505, 0.7104743796954497
1000, 5, 1e-11, 1.3999999999999998e-10, 14.0, 0.01028169920668436, 174770.9, 0.46825293418412756, 174770.9, 3.8302889585494997, 0.7353737576460624, 0.007994357604683706, 174983.4, 0.4670340331753866, 174983.4, 26.860949206352235, 0.7440873336394742
1000, 5, 1e-11, 1.45e-10, 14.5, 0.010615825398660229, 180640.6, 0.46885968642300024, 180640.6, 3.960298204421997, 0.7340420354176771, 0.00851615962616042, 180809.9, 0.4676578174647634, 180809.9, 27.393915963172912, 0.7365809097038536
1000, 5, 1e-11, 1.5e-10, 15.0, 0.010452396370846736, 187426, 0.4688664741884188, 187426.0, 4.145469117164612, 0.7635313870359798, 0.008153115460818892, 187490.7, 0.46787399700717675, 187490.7, 30.210350370407106, 0.7741735263278173
1000, 5, 1e-11, 1.5499999999999998e-10, 15.5, 0.010242252596778878, 193750.4, 0.4688697033905699, 193750.4, 4.260581922531128, 0.7809171661309382, 0.008157805703413783, 193763.6, 0.46807977157199954, 193763.6, 30.059471750259398, 0.7944921116262997
1000, 5, 1e-11, 1.6e-10, 16.0, 0.009812754525855769, 199646.1, 0.46871931313781856, 199646.1, 4.442538952827453, 0.804326288549283, 0.007541827941571421, 199797.4, 0.46761713797865284, 199797.4, 32.132588267326355, 0.8243647379116357
1000, 5, 1e-11, 1.65e-10, 16.5, 0.009869374550284768, 205535.6, 0.46955310774234527, 205535.6, 4.4509927988052365, 0.8038289623708994, 0.007836355848733828, 205834, 0.46810380270805424, 205834.0, 31.55465693473816, 0.8197209774521742
1000, 5, 1e-11, 1.6999999999999998e-10, 17.0, 0.009860529038957002, 211817, 0.46888003859619826, 211817.0, 4.562507843971252, 0.812230323959321, 0.00765868985990766, 211909.2, 0.4679011032434885, 211909.2, 32.76412012577057, 0.8321694876228873
1000, 5, 1e-11, 1.75e-10, 17.5, 0.009718137105600289, 218231.2, 0.4692803968697571, 218231.2, 4.723757338523865, 0.8248254140439871, 0.007368529347648959, 218508.5, 0.4679181468620188, 218508.5, 35.02579605579376, 0.8475954090471267
1000, 5, 1e-11, 1.8e-10, 18.0, 0.009491774763746777, 224403.8, 0.4689994221872462, 224403.8, 4.845340514183045, 0.8383664671780995, 0.007036439136688266, 224465.7, 0.4681630346661788, 224465.7, 36.660554432868956, 0.8684381949334453
1000, 5, 1e-11, 1.8499999999999998e-10, 18.5, 0.009429031765045505, 230561.9, 0.46910072705724826, 230561.9, 4.976280403137207, 0.8381623909341267, 0.006937055259432224, 230623.6, 0.468267516542792, 230623.6, 38.65074050426483, 0.8711862769865009
1000, 5, 1e-11, 1.9e-10, 19.0, 0.009134268177807634, 237386.2, 0.46937953598796234, 237386.2, 5.12065052986145, 0.8498633048019243, 0.00659290689442714, 237388.3, 0.46869294428861535, 237388.3, 40.362705659866336, 0.8854140556503903
1000, 5, 1e-11, 1.95e-10, 19.5, 0.008830048313952541, 242054.1, 0.4693631700875495, 242054.1, 5.280542969703674, 0.8607914805346994, 0.006104302588287809, 242128.4, 0.4683246953140049, 242128.4, 41.78909866809845, 0.9007444275098421
1000, 5, 1e-11, 1.9999999999999998e-10, 20.0, 0.0085015756856319, 249703.8, 0.4687672432363463, 249703.8, 5.3470543384552, 0.8707606191629506, 0.005393762447077697, 249579.2, 0.4681604293105152, 249579.2, 45.4137378692627, 0.9171071839252424
1000, 5, 1e-11, 2.05e-10, 20.5, 0.00830356698197062, 255825.8, 0.46916981118236767, 255825.8, 5.552652263641358, 0.8767655760463334, 0.005080726533805669, 256025, 0.4680918392615215, 256025.0, 46.781488466262815, 0.9265329432081246
1000, 5, 1e-11, 2.1e-10, 21.0, 0.008257796918044874, 261897.8, 0.46905361611307717, 261897.8, 5.685333466529846, 0.8779236510461774, 0.004778533846758725, 261768.8, 0.46843520234569125, 261768.8, 50.01075162887573, 0.9319098326605604
1000, 5, 1e-11, 2.1499999999999998e-10, 21.5, 0.007945138018979303, 268031.6, 0.4695345880420516, 268031.6, 5.825387477874756, 0.8886721848100204, 0.004315982172414295, 268105.6, 0.468400404890537, 268105.6, 51.63993678092957, 0.9434731579670224
1000, 5, 1e-11, 2.2e-10, 22.0, 0.008022116407768204, 274469.7, 0.47016630700721035, 274469.7, 5.980916905403137, 0.8905731523560318, 0.003975943891490228, 274899, 0.4685024921123021, 274899.0, 55.46830518245697, 0.9513699570106955
1000, 5, 1e-11, 2.25e-10, 22.5, 0.00788473104003086, 280223.9, 0.46941589651512106, 280223.9, 6.0629709482192995, 0.8929160047172116, 0.003979234469914401, 279473.6, 0.46965074045464117, 279473.6, 56.79973404407501, 0.9531280146786686
1000, 5, 1e-11, 2.2999999999999998e-10, 23.0, 0.007353097219587549, 286036.9, 0.470065648894572, 286036.9, 6.269166827201843, 0.9049762014868006, 0.0032403871815339944, 286334.4, 0.4687841670413543, 286334.4, 56.62475504875183, 0.9645181280561786
1000, 5, 1e-11, 2.3499999999999996e-10, 23.5, 0.007339195902535307, 292194.3, 0.46964435471137156, 292194.3, 6.3993045568466185, 0.9056059758064428, 0.0032908718062163557, 292333.4, 0.4685595901320158, 292333.4, 59.25386607646942, 0.9647856347720801
1000, 5, 1e-11, 2.4e-10, 24.0, 0.007043602780797037, 298596.8, 0.46931761602039, 298596.8, 6.739623641967773, 0.9121117797736698, 0.0026236630802821126, 298092.7, 0.4692276631641244, 298092.7, 64.13301558494568, 0.9764974012434937
1000, 5, 1e-11, 2.45e-10, 24.5, 0.006726799869115866, 304325.6, 0.4699001786786082, 304325.6, 6.727876949310303, 0.915209860319234, 0.0026004494283018405, 304627.9, 0.4686720400623794, 304627.9, 62.13993339538574, 0.9754453025566578
1000, 5, 1e-11, 2.4999999999999996e-10, 25.0, 0.006653300403377718, 310709.8, 0.47014187808711216, 310709.8, 6.83979024887085, 0.918993473526501, 0.002345783491411475, 311069.1, 0.46876481197804953, 311069.1, 62.85826725959778, 0.980006603371253
1000, 5, 1e-11, 2.55e-10, 25.5, 0.006184802361361031, 317084.2, 0.47038353307852276, 317084.2, 6.997278881072998, 0.9284755865141133, 0.002087873906048694, 317823.6, 0.46855231132188513, 317823.6, 62.62924134731293, 0.983710377211856
1000, 5, 1e-11, 2.6e-10, 26.0, 0.006280405232715565, 323871.3, 0.46963862459556144, 323871.3, 7.235754752159119, 0.9260375884888691, 0.001988495136401763, 324153.9, 0.4684336243923553, 324153.9, 65.5240627527237, 0.9850002770438859
1000, 5, 1e-11, 2.6499999999999996e-10, 26.5, 0.006164024609444829, 330259.3, 0.46912884085683215, 330259.3, 7.396784663200378, 0.9274223484748484, 0.001914074167680574, 330371.2, 0.46811658413711754, 330371.2, 65.02961041927338, 0.9860073193310386
1000, 5, 1e-11, 2.7e-10, 27.0, 0.00615295817744059, 336258.8, 0.4692892097130686, 336258.8, 7.44044816493988, 0.9278599669721931, 0.0018658675156271456, 336152.1, 0.4686677387685889, 336152.1, 68.29595849514007, 0.9866540821825823
1000, 5, 1e-11, 2.75e-10, 27.5, 0.005844472474811718, 341218.7, 0.46993571145446256, 341218.7, 7.549433851242066, 0.9333206428559374, 0.0017738110629227533, 340868.5, 0.4697244423040353, 340868.5, 68.07386450767517, 0.9892673766633728
1000, 5, 1e-11, 2.7999999999999996e-10, 28.0, 0.005443079269090471, 348941.4, 0.46919757543627993, 348941.4, 7.766137051582336, 0.939704478255023, 0.0014444016010472264, 349299.3, 0.46798229246133705, 349299.3, 66.52071695327759, 0.9921590354403148
1000, 5, 1e-11, 2.85e-10, 28.5, 0.005351795144961908, 353639.6, 0.4700087390861904, 353639.6, 7.86151225566864, 0.9423998390856473, 0.0015112816437195952, 354367, 0.46841605942607645, 354367.0, 66.63391327857971, 0.991949517809213
1000, 5, 1e-11, 2.9e-10, 29.0, 0.005124931722629629, 359838, 0.46959896182612376, 359838.0, 8.09284508228302, 0.9439690399409301, 0.0014331839854552454, 360559.8, 0.4680689211451542, 360559.8, 65.86710183620453, 0.9920999115236471
1000, 5, 1e-11, 2.9499999999999996e-10, 29.5, 0.004738621195753339, 365368.5, 0.47024525130113254, 365368.5, 8.137692618370057, 0.9521876754594158, 0.0013147256293828688, 367015.5, 0.46759828376248413, 367015.5, 63.18427941799164, 0.9934536995496613
1000, 5, 1e-11, 3e-10, 30.0, 0.004674744439523674, 373547.3, 0.46938362189835514, 373547.3, 8.71798062324524, 0.9529010100280391, 0.001258047536223361, 373996.3, 0.4682073415070381, 373996.3, 64.8658249616623, 0.994651659810858
